Time,Channel A,Channel B
-4.99230027,0.04394665,3.15744500
-4.99220027,-0.04608295,3.15744500
-4.99210027,-0.04608295,3.15744500
-4.99200027,0.04394665,3.15744500
-4.99190027,0.04394665,3.15744500
-4.99180027,-0.04608295,3.15744500
-4.99170027,-0.04608295,3.15744500
-4.99160027,-0.04608295,3.15744500
-4.99150027,0.04394665,3.15744500
-4.99140027,0.04394665,3.15744500
-4.99130027,-0.04608295,3.15744500
-4.99120027,-0.04608295,3.15744500
-4.99110027,-0.04608295,3.15744500
-4.99100027,-0.04608295,3.15744500
-4.99090027,0.04394665,3.15744500
-4.99080027,0.04394665,3.15744500
-4.99070027,0.04394665,3.15744500
-4.99060027,0.04394665,3.15744500
-4.99050027,-0.04608295,3.15744500
-4.99040027,0.04394665,3.15744500
-4.99030027,0.04394665,3.15744500
-4.99020027,-0.04608295,3.15744500
-4.99010027,0.04394665,3.15744500
-4.99000027,-0.04608295,3.15744500
-4.98990027,-0.04608295,3.15744500
-4.98980027,-0.04608295,3.15744500
-4.98970027,-0.04608295,3.15744500
-4.98960027,-0.04608295,3.15744500
-4.98950027,-0.04608295,3.15744500
-4.98940027,-0.04608295,3.15744500
-4.98930027,-0.04608295,3.15744500
-4.98920027,-0.04608295,3.15744500
-4.98910027,0.04394665,3.15744500
-4.98900027,-0.04608295,3.15744500
-4.98890027,-0.04608295,3.15744500
-4.98880027,0.04394665,3.15744500
-4.98870027,0.04394665,3.15744500
-4.98860027,0.04394665,3.15744500
-4.98850027,-0.04608295,3.15744500
-4.98840027,0.04394665,3.15744500
-4.98830027,-0.04608295,3.15744500
-4.98820027,-0.04608295,3.15744500
-4.98810027,-0.04608295,3.15744500
-4.98800027,-0.04608295,3.15744500
-4.98790027,-0.04608295,3.15744500
-4.98780027,-0.04608295,3.15744500
-4.98770027,-0.04608295,3.15744500
-4.98760027,-0.04608295,3.15744500
-4.98750027,0.04394665,3.15744500
-4.98740027,-0.04608295,3.24869500
-4.98730027,-0.04608295,3.15744500
-4.98720027,-0.04608295,3.15744500
-4.98710027,0.04394665,3.15744500
-4.98700027,-0.04608295,3.15744500
-4.98690027,0.04394665,3.15744500
-4.98680027,-0.04608295,3.15744500
-4.98670027,0.04394665,3.15744500
-4.98660027,-0.04608295,3.15744500
-4.98650027,-0.04608295,3.15744500
-4.98640027,0.04394665,3.15744500
-4.98630027,-0.04608295,3.15744500
-4.98620027,0.04394665,3.15744500
-4.98610027,0.04394665,3.15744500
-4.98600027,0.04394665,3.15744500
-4.98590027,-0.04608295,3.15744500
-4.98580027,0.04394665,3.15744500
-4.98570027,-0.04608295,3.15744500
-4.98560027,0.04394665,3.15744500
-4.98550027,0.04394665,3.15744500
-4.98540027,0.04394665,3.15744500
-4.98530027,-0.04608295,3.15744500
-4.98520027,-0.04608295,3.15744500
-4.98510027,0.04394665,3.15744500
-4.98500027,0.04394665,3.15744500
-4.98490027,-0.04608295,3.15744500
-4.98480027,0.04394665,3.15744500
-4.98470027,-0.04608295,3.15744500
-4.98460027,0.04394665,3.15744500
-4.98450027,0.04394665,3.15744500
-4.98440027,-0.04608295,3.15744500
-4.98430027,-0.04608295,3.15744500
-4.98420027,0.04394665,3.15744500
-4.98410027,0.04394665,3.15744500
-4.98400027,-0.04608295,3.15744500
-4.98390027,-0.04608295,3.15744500
-4.98380027,0.04394665,3.15744500
-4.98370027,-0.04608295,3.15744500
-4.98360027,-0.04608295,3.15744500
-4.98350027,0.04394665,3.15744500
-4.98340027,-0.04608295,3.15744500
-4.98330027,0.04394665,3.15744500
-4.98320027,0.04394665,3.15744500
-4.98310027,-0.04608295,3.15744500
-4.98300027,0.04394665,3.15744500
-4.98290027,-0.04608295,3.15744500
-4.98280027,0.04394665,3.15744500
-4.98270027,-0.04608295,3.15744500
-4.98260027,-0.04608295,3.15744500
-4.98250027,0.04394665,3.15744500
-4.98240027,0.04394665,3.15744500
-4.98230027,-0.04608295,3.15744500
-4.98220027,-0.04608295,3.15744500
-4.98210027,-0.04608295,3.15744500
-4.98200027,-0.04608295,3.15744500
-4.98190027,0.04394665,3.15744500
-4.98180027,-0.04608295,3.15744500
-4.98170027,-0.04608295,3.15744500
-4.98160027,-0.04608295,3.15744500
-4.98150027,0.04394665,3.15744500
-4.98140027,0.04394665,3.15744500
-4.98130027,-0.04608295,3.15744500
-4.98120027,0.04394665,3.15744500
-4.98110027,-0.04608295,3.15744500
-4.98100027,-0.04608295,3.15744500
-4.98090027,-0.04608295,3.15744500
-4.98080027,0.04394665,3.15744500
-4.98070027,-0.04608295,3.15744500
-4.98060027,-0.04608295,3.15744500
-4.98050027,-0.04608295,3.15744500
-4.98040027,0.04394665,3.15744500
-4.98030027,-0.04608295,3.15744500
-4.98020027,-0.04608295,3.15744500
-4.98010027,-0.04608295,3.15744500
-4.98000027,-0.04608295,3.15744500
-4.97990027,-0.04608295,3.15744500
-4.97980027,0.04394665,3.15744500
-4.97970027,0.04394665,3.15744500
-4.97960027,0.04394665,3.15744500
-4.97950027,-0.04608295,3.15744500
-4.97940027,0.04394665,3.15744500
-4.97930027,0.04394665,3.15744500
-4.97920027,-0.04608295,3.15744500
-4.97910027,0.04394665,3.15744500
-4.97900027,-0.04608295,3.15744500
-4.97890027,-0.04608295,3.15744500
-4.97880027,0.04394665,3.15744500
-4.97870027,-0.04608295,3.15744500
-4.97860027,-0.04608295,3.15744500
-4.97850027,0.04394665,3.15744500
-4.97840027,-0.04608295,3.15744500
-4.97830027,-0.04608295,3.15744500
-4.97820027,-0.04608295,3.15744500
-4.97810027,-0.04608295,3.15744500
-4.97800027,-0.04608295,3.15744500
-4.97790027,0.04394665,3.15744500
-4.97780027,-0.04608295,3.15744500
-4.97770027,-0.04608295,3.15744500
-4.97760027,-0.04608295,3.15744500
-4.97750027,-0.04608295,3.15744500
-4.97740027,-0.04608295,3.15744500
-4.97730027,0.04394665,3.15744500
-4.97720027,-0.04608295,3.15744500
-4.97710027,0.04394665,3.15744500
-4.97700027,-0.04608295,3.15744500
-4.97690027,-0.04608295,3.15744500
-4.97680027,-0.04608295,3.15744500
-4.97670027,-0.04608295,3.15744500
-4.97660027,-0.04608295,3.15744500
-4.97650027,0.04394665,3.15744500
-4.97640027,-0.04608295,3.15744500
-4.97630027,-0.04608295,3.15744500
-4.97620027,0.04394665,3.15744500
-4.97610027,-0.04608295,3.15744500
-4.97600027,0.04394665,3.15744500
-4.97590027,-0.04608295,3.15744500
-4.97580027,-0.04608295,3.15744500
-4.97570027,-0.04608295,3.15744500
-4.97560027,0.04394665,3.15744500
-4.97550027,0.04394665,3.15744500
-4.97540027,-0.04608295,3.15744500
-4.97530027,-0.04608295,3.15744500
-4.97520027,-0.04608295,3.15744500
-4.97510027,-0.04608295,3.15744500
-4.97500027,-0.04608295,3.15744500
-4.97490027,-0.04608295,3.15744500
-4.97480027,-0.04608295,3.15744500
-4.97470027,0.04394665,3.15744500
-4.97460027,0.04394665,3.15744500
-4.97450027,-0.04608295,3.15744500
-4.97440027,-0.04608295,3.15744500
-4.97430027,-0.04608295,3.15744500
-4.97420027,-0.04608295,3.15744500
-4.97410027,-0.04608295,3.15744500
-4.97400027,-0.04608295,3.15744500
-4.97390027,-0.04608295,3.15744500
-4.97380027,0.04394665,3.15744500
-4.97370027,-0.04608295,3.15744500
-4.97360027,-0.04608295,3.15744500
-4.97350027,0.04394665,3.15744500
-4.97340027,0.04394665,3.15744500
-4.97330027,-0.04608295,3.15744500
-4.97320027,-0.04608295,3.15744500
-4.97310027,0.04394665,3.15744500
-4.97300027,-0.04608295,3.15744500
-4.97290027,-0.04608295,3.15744500
-4.97280027,0.04394665,3.15744500
-4.97270027,-0.04608295,3.15744500
-4.97260027,0.04394665,3.15744500
-4.97250027,-0.04608295,3.15744500
-4.97240027,-0.04608295,3.15744500
-4.97230027,-0.04608295,3.15744500
-4.97220027,-0.04608295,3.15744500
-4.97210027,0.04394665,3.15744500
-4.97200027,-0.04608295,3.15744500
-4.97190027,-0.04608295,3.15744500
-4.97180027,0.04394665,3.15744500
-4.97170027,-0.04608295,3.15744500
-4.97160027,-0.04608295,3.15744500
-4.97150027,-0.04608295,3.15744500
-4.97140027,-0.04608295,3.15744500
-4.97130027,-0.04608295,3.15744500
-4.97120027,-0.04608295,3.15744500
-4.97110027,0.04394665,3.15744500
-4.97100027,0.04394665,3.15744500
-4.97090027,-0.04608295,3.15744500
-4.97080027,0.04394665,3.15744500
-4.97070027,-0.04608295,3.15744500
-4.97060027,-0.04608295,3.15744500
-4.97050027,-0.04608295,3.15744500
-4.97040027,-0.04608295,3.15744500
-4.97030027,0.04394665,3.15744500
-4.97020027,-0.04608295,3.15744500
-4.97010027,-0.04608295,3.15744500
-4.97000027,0.04394665,3.15744500
-4.96990027,-0.04608295,3.15744500
-4.96980027,0.04394665,3.15744500
-4.96970027,-0.04608295,3.15744500
-4.96960027,-0.04608295,3.15744500
-4.96950027,-0.04608295,3.15744500
-4.96940027,-0.04608295,3.15744500
-4.96930027,-0.04608295,3.15744500
-4.96920027,-0.04608295,3.15744500
-4.96910027,-0.04608295,3.15744500
-4.96900027,-0.04608295,3.15744500
-4.96890027,-0.04608295,3.15744500
-4.96880027,-0.04608295,3.15744500
-4.96870027,-0.04608295,3.15744500
-4.96860027,0.04394665,3.15744500
-4.96850027,-0.04608295,3.15744500
-4.96840027,-0.04608295,3.15744500
-4.96830027,0.04394665,3.15744500
-4.96820027,-0.04608295,3.15744500
-4.96810027,0.04394665,3.15744500
-4.96800027,0.04394665,3.15744500
-4.96790027,-0.04608295,3.15744500
-4.96780027,-0.04608295,3.15744500
-4.96770027,0.04394665,3.15744500
-4.96760027,0.04394665,3.15744500
-4.96750027,-0.04608295,3.15744500
-4.96740027,-0.04608295,3.15744500
-4.96730027,-0.04608295,3.15744500
-4.96720027,-0.04608295,3.15744500
-4.96710027,-0.04608295,3.15744500
-4.96700027,-0.04608295,3.15744500
-4.96690027,0.04394665,3.15744500
-4.96680027,-0.04608295,3.15744500
-4.96670027,-0.04608295,3.15744500
-4.96660027,-0.04608295,3.15744500
-4.96650027,-0.04608295,3.15744500
-4.96640027,-0.04608295,3.15744500
-4.96630027,-0.04608295,3.15744500
-4.96620027,-0.04608295,3.15744500
-4.96610027,-0.04608295,3.15744500
-4.96600027,-0.04608295,3.15744500
-4.96590027,0.04394665,3.15744500
-4.96580027,-0.04608295,3.15744500
-4.96570027,0.04394665,3.15744500
-4.96560027,0.04394665,3.15744500
-4.96550027,-0.04608295,3.15744500
-4.96540027,0.04394665,3.15744500
-4.96530027,0.04394665,3.15744500
-4.96520027,-0.04608295,3.15744500
-4.96510027,-0.04608295,3.15744500
-4.96500027,-0.04608295,3.15744500
-4.96490027,-0.04608295,3.15744500
-4.96480027,-0.04608295,3.15744500
-4.96470027,-0.04608295,3.15744500
-4.96460027,-0.04608295,3.15744500
-4.96450027,0.04394665,3.24869500
-4.96440027,0.04394665,3.15744500
-4.96430027,-0.04608295,3.15744500
-4.96420027,-0.04608295,3.15744500
-4.96410027,-0.04608295,3.15744500
-4.96400027,-0.04608295,3.15744500
-4.96390027,0.04394665,3.15744500
-4.96380027,0.04394665,3.15744500
-4.96370027,0.04394665,3.15744500
-4.96360027,-0.04608295,3.15744500
-4.96350027,-0.04608295,3.15744500
-4.96340027,0.04394665,3.15744500
-4.96330027,-0.04608295,3.15744500
-4.96320027,0.04394665,3.15744500
-4.96310027,0.04394665,3.15744500
-4.96300027,-0.04608295,3.15744500
-4.96290027,-0.04608295,3.15744500
-4.96280027,-0.04608295,3.15744500
-4.96270027,-0.04608295,3.15744500
-4.96260027,-0.04608295,3.15744500
-4.96250027,0.04394665,3.15744500
-4.96240027,-0.04608295,3.15744500
-4.96230027,-0.04608295,3.15744500
-4.96220027,-0.04608295,3.15744500
-4.96210027,0.04394665,3.15744500
-4.96200027,0.04394665,3.15744500
-4.96190027,0.04394665,3.15744500
-4.96180027,-0.04608295,3.15744500
-4.96170027,-0.04608295,3.15744500
-4.96160027,-0.04608295,3.15744500
-4.96150027,-0.04608295,3.15744500
-4.96140027,-0.04608295,3.15744500
-4.96130027,0.04394665,3.15744500
-4.96120027,0.04394665,3.15744500
-4.96110027,0.04394665,3.15744500
-4.96100027,-0.04608295,3.15744500
-4.96090027,0.04394665,3.15744500
-4.96080027,0.04394665,3.15744500
-4.96070027,0.04394665,3.15744500
-4.96060027,0.04394665,3.15744500
-4.96050027,0.04394665,3.15744500
-4.96040027,-0.04608295,3.15744500
-4.96030027,-0.04608295,3.15744500
-4.96020027,0.04394665,3.15744500
-4.96010027,0.04394665,3.15744500
-4.96000027,0.04394665,3.15744500
-4.95990027,0.04394665,3.15744500
-4.95980027,0.04394665,3.15744500
-4.95970027,-0.04608295,3.15744500
-4.95960027,-0.04608295,3.15744500
-4.95950027,0.04394665,3.15744500
-4.95940027,-0.04608295,3.15744500
-4.95930027,-0.04608295,3.15744500
-4.95920027,-0.04608295,3.15744500
-4.95910027,-0.04608295,3.15744500
-4.95900027,0.04394665,3.15744500
-4.95890027,-0.04608295,3.15744500
-4.95880027,0.04394665,3.15744500
-4.95870027,-0.04608295,3.15744500
-4.95860027,-0.04608295,3.15744500
-4.95850027,0.04394665,3.15744500
-4.95840027,-0.04608295,3.15744500
-4.95830027,-0.04608295,3.15744500
-4.95820027,-0.04608295,3.15744500
-4.95810027,0.04394665,3.15744500
-4.95800027,-0.04608295,3.15744500
-4.95790027,0.04394665,3.15744500
-4.95780027,0.04394665,3.15744500
-4.95770027,0.04394665,3.15744500
-4.95760027,-0.04608295,3.15744500
-4.95750027,0.04394665,3.15744500
-4.95740027,-0.04608295,3.15744500
-4.95730027,-0.04608295,3.15744500
-4.95720027,-0.04608295,3.15744500
-4.95710027,0.04394665,3.15744500
-4.95700027,0.04394665,3.15744500
-4.95690027,0.04394665,3.15744500
-4.95680027,-0.04608295,3.15744500
-4.95670027,0.04394665,3.15744500
-4.95660027,-0.04608295,3.15744500
-4.95650027,-0.04608295,3.15744500
-4.95640027,-0.04608295,3.15744500
-4.95630027,-0.04608295,3.15744500
-4.95620027,-0.04608295,3.15744500
-4.95610027,-0.04608295,3.15744500
-4.95600027,0.04394665,3.15744500
-4.95590027,-0.04608295,3.15744500
-4.95580027,0.04394665,3.15744500
-4.95570027,0.04394665,3.15744500
-4.95560027,-0.04608295,3.15744500
-4.95550027,-0.04608295,3.15744500
-4.95540027,0.04394665,3.15744500
-4.95530027,-0.04608295,3.15744500
-4.95520027,-0.04608295,3.15744500
-4.95510027,0.04394665,3.15744500
-4.95500027,-0.04608295,3.15744500
-4.95490027,-0.04608295,3.15744500
-4.95480027,-0.04608295,3.15744500
-4.95470027,-0.04608295,3.15744500
-4.95460027,-0.04608295,3.15744500
-4.95450027,-0.04608295,3.15744500
-4.95440027,0.04394665,3.15744500
-4.95430027,0.04394665,3.15744500
-4.95420027,-0.04608295,3.15744500
-4.95410027,-0.04608295,3.15744500
-4.95400027,-0.04608295,3.15744500
-4.95390027,-0.04608295,3.15744500
-4.95380027,0.04394665,3.15744500
-4.95370027,-0.04608295,3.15744500
-4.95360027,0.04394665,3.15744500
-4.95350027,-0.04608295,3.15744500
-4.95340027,0.04394665,3.15744500
-4.95330027,-0.04608295,3.15744500
-4.95320027,-0.04608295,3.15744500
-4.95310027,-0.04608295,3.15744500
-4.95300027,0.04394665,3.15744500
-4.95290027,-0.04608295,3.15744500
-4.95280027,-0.04608295,3.15744500
-4.95270027,-0.04608295,3.15744500
-4.95260027,-0.04608295,3.15744500
-4.95250027,-0.04608295,3.15744500
-4.95240027,-0.04608295,3.15744500
-4.95230027,0.04394665,3.15744500
-4.95220027,-0.04608295,3.15744500
-4.95210027,-0.04608295,3.15744500
-4.95200027,-0.04608295,3.15744500
-4.95190027,-0.04608295,3.15744500
-4.95180027,-0.04608295,3.15744500
-4.95170027,-0.04608295,3.15744500
-4.95160027,-0.04608295,3.15744500
-4.95150027,-0.04608295,3.15744500
-4.95140027,-0.04608295,3.15744500
-4.95130027,0.04394665,3.15744500
-4.95120027,-0.04608295,3.15744500
-4.95110027,-0.04608295,3.15744500
-4.95100027,-0.04608295,3.15744500
-4.95090027,0.04394665,3.15744500
-4.95080027,-0.04608295,3.15744500
-4.95070027,0.04394665,3.15744500
-4.95060027,-0.04608295,3.15744500
-4.95050027,-0.04608295,3.15744500
-4.95040027,0.04394665,3.15744500
-4.95030027,-0.04608295,3.15744500
-4.95020027,0.04394665,3.15744500
-4.95010027,0.04394665,3.15744500
-4.95000027,0.04394665,3.15744500
-4.94990027,-0.04608295,3.15744500
-4.94980027,-0.04608295,3.15744500
-4.94970027,0.04394665,3.15744500
-4.94960027,-0.04608295,3.15744500
-4.94950027,0.04394665,3.15744500
-4.94940027,0.04394665,3.15744500
-4.94930027,0.04394665,3.15744500
-4.94920027,-0.04608295,3.15744500
-4.94910027,0.04394665,3.15744500
-4.94900027,-0.04608295,3.15744500
-4.94890027,-0.04608295,3.15744500
-4.94880027,0.04394665,3.15744500
-4.94870027,0.04394665,3.15744500
-4.94860027,-0.04608295,3.15744500
-4.94850027,-0.04608295,3.15744500
-4.94840027,-0.04608295,3.15744500
-4.94830027,-0.04608295,3.15744500
-4.94820027,-0.04608295,3.15744500
-4.94810027,0.04394665,3.15744500
-4.94800027,0.04394665,3.15744500
-4.94790027,-0.04608295,3.15744500
-4.94780027,0.04394665,3.15744500
-4.94770027,-0.04608295,3.15744500
-4.94760027,0.04394665,3.15744500
-4.94750027,-0.04608295,3.15744500
-4.94740027,-0.04608295,3.15744500
-4.94730027,-0.04608295,3.15744500
-4.94720027,-0.04608295,3.15744500
-4.94710027,-0.04608295,3.15744500
-4.94700027,-0.04608295,3.15744500
-4.94690027,-0.04608295,3.15744500
-4.94680027,0.04394665,3.15744500
-4.94670027,-0.04608295,3.15744500
-4.94660027,0.04394665,3.15744500
-4.94650027,-0.04608295,3.15744500
-4.94640027,-0.04608295,3.15744500
-4.94630027,-0.04608295,3.15744500
-4.94620027,0.04394665,3.15744500
-4.94610027,-0.04608295,3.15744500
-4.94600027,-0.04608295,3.15744500
-4.94590027,-0.04608295,3.15744500
-4.94580027,-0.04608295,3.15744500
-4.94570027,-0.04608295,3.15744500
-4.94560027,-0.04608295,3.15744500
-4.94550027,-0.04608295,3.15744500
-4.94540027,0.04394665,3.15744500
-4.94530027,0.04394665,3.15744500
-4.94520027,0.04394665,3.15744500
-4.94510027,-0.04608295,3.15744500
-4.94500027,0.04394665,3.15744500
-4.94490027,-0.04608295,3.15744500
-4.94480027,-0.04608295,3.15744500
-4.94470027,-0.04608295,3.15744500
-4.94460027,-0.04608295,3.15744500
-4.94450027,-0.04608295,3.15744500
-4.94440027,0.04394665,3.15744500
-4.94430027,-0.04608295,3.15744500
-4.94420027,-0.04608295,3.15744500
-4.94410027,0.04394665,3.15744500
-4.94400027,-0.04608295,3.15744500
-4.94390027,-0.04608295,3.15744500
-4.94380027,0.04394665,3.15744500
-4.94370027,-0.04608295,3.15744500
-4.94360027,-0.04608295,3.15744500
-4.94350027,0.04394665,3.15744500
-4.94340027,0.04394665,3.15744500
-4.94330027,0.04394665,3.15744500
-4.94320027,0.04394665,3.15744500
-4.94310027,-0.04608295,3.15744500
-4.94300027,0.04394665,3.15744500
-4.94290027,-0.04608295,3.15744500
-4.94280027,-0.04608295,3.15744500
-4.94270027,-0.04608295,3.15744500
-4.94260027,-0.04608295,3.15744500
-4.94250027,-0.04608295,3.15744500
-4.94240027,-0.04608295,3.15744500
-4.94230027,-0.04608295,3.15744500
-4.94220027,0.04394665,3.15744500
-4.94210027,-0.04608295,3.15744500
-4.94200027,-0.04608295,3.15744500
-4.94190027,-0.04608295,3.15744500
-4.94180027,-0.04608295,3.15744500
-4.94170027,-0.04608295,3.15744500
-4.94160027,0.04394665,3.15744500
-4.94150027,0.04394665,3.15744500
-4.94140027,-0.04608295,3.15744500
-4.94130027,-0.04608295,3.15744500
-4.94120027,-0.04608295,3.15744500
-4.94110027,-0.04608295,3.15744500
-4.94100027,-0.04608295,3.15744500
-4.94090027,-0.04608295,3.15744500
-4.94080027,-0.04608295,3.15744500
-4.94070027,-0.04608295,3.15744500
-4.94060027,-0.04608295,3.15744500
-4.94050027,-0.04608295,3.15744500
-4.94040027,0.04394665,3.15744500
-4.94030027,-0.04608295,3.15744500
-4.94020027,-0.04608295,3.15744500
-4.94010027,-0.04608295,3.15744500
-4.94000027,0.04394665,3.15744500
-4.93990027,-0.04608295,3.15744500
-4.93980027,-0.04608295,3.15744500
-4.93970027,-0.04608295,3.15744500
-4.93960027,-0.04608295,3.15744500
-4.93950027,0.04394665,3.15744500
-4.93940027,0.04394665,3.15744500
-4.93930027,0.04394665,3.15744500
-4.93920027,-0.04608295,3.15744500
-4.93910027,-0.04608295,3.15744500
-4.93900027,-0.04608295,3.15744500
-4.93890027,-0.04608295,3.15744500
-4.93880027,0.04394665,3.15744500
-4.93870027,0.04394665,3.15744500
-4.93860027,0.04394665,3.15744500
-4.93850027,0.04394665,3.15744500
-4.93840027,0.04394665,3.15744500
-4.93830027,0.04394665,3.15744500
-4.93820027,-0.04608295,3.15744500
-4.93810027,-0.04608295,3.15744500
-4.93800027,0.04394665,3.15744500
-4.93790027,-0.04608295,3.15744500
-4.93780027,0.04394665,3.15744500
-4.93770027,-0.04608295,3.15744500
-4.93760027,-0.04608295,3.15744500
-4.93750027,-0.04608295,3.15744500
-4.93740027,-0.04608295,3.15744500
-4.93730027,-0.04608295,3.15744500
-4.93720027,0.04394665,3.15744500
-4.93710027,-0.04608295,3.15744500
-4.93700027,-0.04608295,3.15744500
-4.93690027,0.04394665,3.15744500
-4.93680027,-0.04608295,3.15744500
-4.93670027,-0.04608295,3.15744500
-4.93660027,0.04394665,3.15744500
-4.93650027,-0.04608295,3.15744500
-4.93640027,0.04394665,3.15744500
-4.93630027,-0.04608295,3.15744500
-4.93620027,0.04394665,3.15744500
-4.93610027,0.04394665,3.15744500
-4.93600027,-0.04608295,3.15744500
-4.93590027,-0.04608295,3.15744500
-4.93580027,0.04394665,3.15744500
-4.93570027,-0.04608295,3.15744500
-4.93560027,-0.04608295,3.15744500
-4.93550027,-0.04608295,3.15744500
-4.93540027,0.04394665,3.15744500
-4.93530027,-0.04608295,3.15744500
-4.93520027,-0.04608295,3.15744500
-4.93510027,-0.04608295,3.15744500
-4.93500027,-0.04608295,3.15744500
-4.93490027,-0.04608295,3.15744500
-4.93480027,-0.04608295,3.15744500
-4.93470027,-0.04608295,3.15744500
-4.93460027,-0.04608295,3.15744500
-4.93450027,0.04394665,3.15744500
-4.93440027,-0.04608295,3.15744500
-4.93430027,-0.04608295,3.15744500
-4.93420027,0.04394665,3.15744500
-4.93410027,0.04394665,3.24869500
-4.93400027,-0.04608295,3.15744500
-4.93390027,-0.04608295,3.15744500
-4.93380027,-0.04608295,3.15744500
-4.93370027,-0.04608295,3.15744500
-4.93360027,-0.04608295,3.15744500
-4.93350027,-0.04608295,3.15744500
-4.93340027,0.04394665,3.15744500
-4.93330027,-0.04608295,3.15744500
-4.93320027,-0.04608295,3.15744500
-4.93310027,0.04394665,3.15744500
-4.93300027,-0.04608295,3.15744500
-4.93290027,-0.04608295,3.15744500
-4.93280027,-0.04608295,3.15744500
-4.93270027,-0.04608295,3.15744500
-4.93260027,-0.04608295,3.15744500
-4.93250027,-0.04608295,3.24869500
-4.93240027,-0.04608295,3.15744500
-4.93230027,0.04394665,3.15744500
-4.93220027,-0.04608295,3.15744500
-4.93210027,-0.04608295,3.15744500
-4.93200027,-0.04608295,3.15744500
-4.93190027,0.04394665,3.15744500
-4.93180027,-0.04608295,3.15744500
-4.93170027,-0.04608295,3.15744500
-4.93160027,-0.04608295,3.15744500
-4.93150027,-0.04608295,3.15744500
-4.93140027,-0.04608295,3.15744500
-4.93130027,-0.04608295,3.15744500
-4.93120027,-0.04608295,3.15744500
-4.93110027,-0.04608295,3.15744500
-4.93100027,-0.04608295,3.15744500
-4.93090027,-0.04608295,3.15744500
-4.93080027,-0.04608295,3.15744500
-4.93070027,-0.04608295,3.15744500
-4.93060027,0.04394665,3.15744500
-4.93050027,-0.04608295,3.15744500
-4.93040027,-0.04608295,3.15744500
-4.93030027,-0.04608295,3.15744500
-4.93020027,-0.04608295,3.15744500
-4.93010027,-0.04608295,3.15744500
-4.93000027,-0.04608295,3.15744500
-4.92990027,-0.04608295,3.15744500
-4.92980027,-0.04608295,3.15744500
-4.92970027,-0.04608295,3.15744500
-4.92960027,0.04394665,3.15744500
-4.92950027,-0.04608295,3.15744500
-4.92940027,-0.04608295,3.15744500
